"Year","No","Title","Artist","trackid","spotifyartist","Acousticness"
1991,"68","""Show Me the Way""","Styx","31ixRkE8fxhP6yA3aDhjr4","Styx",0.256
1991,"69","""Love Takes Time""","Mariah Carey","48l7PNpT2fBoT4cdLW6EzP","Mariah Carey",0.727
1991,"70","""Cry for Help""","Rick Astley","74Rd4iT0MwRNq7jV1gN4og","Rick Astley",0.503
1991,"71","""The Way You Do the Things You Do""","UB40","6ozp716QFraV8OrewK6ln4","UB40",0.225
1991,"72","""Here I Am (Come and Take Me)""","UB40","6YR2MkzMhojHBmW1TbXtZO","UB40",0.0975
1991,"73","""Signs""","Tesla","6oYjESDcQAQrRh4SKMH7sW","Tesla",0.035
1991,"74","""Too Many Walls""","Cathy Dennis","3uJBcTWsHWoxnUkrLOx4JP","Cathy Dennis",0.35
1991,"75","""Crazy""","Seal","2F9jMklOJOl65znIH4kc8C","Seal",0.208
1991,"76","""I'll Give All My Love to You""","Keith Sweat",NA,NA,NA
1991,"77","""Place in this World""","Michael W. Smith","0PKTBeN87JYJ1mRzrq5Aog","Michael W. Smith",0.388
1991,"78","""Something to Believe In""","Poison","7pUYjnFTXMs0mFWsE9epqV","Poison",0.266
1991,"79","""Wicked Game""","Chris Isaak","390AWnOn2rfe9FzQjYmxIH","Chris Isaak",0.744
1991,"80","""Get Here""","Oleta Adams","1KT3ndndHOGXePgC4o0Jq9","Oleta Adams",0.783
1991,"81","""Round and Round""","Tevin Campbell","7mjTuZkE1XkJnco5bVsZCf","Tevin Campbell",0.00335
1991,"82","""Silent Lucidity""","Queensrÿche",NA,NA,NA
1991,"83","""I'm Not In Love""","Will to Power","5Wiin0U2QVAUSz4ChP9lXk","Various Artists",0.00462
1991,"84","""Piece of My Heart""","Tara Kemp","1jRAg7uqdsm5VYKKeEVKVd","Tara Kemp",0.111
1991,"85","""Real Real Real""","Jesus Jones","5gbPzqSC9MFfkeM3L06Imy","Jesus Jones",0.0478
1991,"86","""Everybody Plays the Fool""","Aaron Neville","0LdOVtg4WgJNeQ9D95tdvP","Aaron Neville",0.332
1991,"87","""Just Another Dream""","Cathy Dennis","7f0tp6MJoOVBlij3XM2hMK","Cathy Dennis",0.0109
1991,"88","""Strike It Up""","Black Box","1ZMCV2gvlyUjZZYpVPjEJD","Black Box",0.0101
1991,"89","""Rico Suave""","Gerardo","6FfdQJ9HJcJAvsPVIyoGZ5","Gerardo",0.00847
1991,"90","""Disappear""","INXS","7rUQkEM99w0dNXlgwoPU5K","INXS",0.0147
1991,"91","""Groove Is in the Heart""","Deee-Lite",NA,NA,NA
1991,"92","""All This Time""","Sting","2cu8WtQZdxGe3lbetlzeNe","Sting",0.0875
1991,"93","""The One and Only""","Chesney Hawkes","69Tyiih00ZZKboHFnXp0VF","Chesney Hawkes",0.357
1991,"94","""O.P.P.""","Naughty by Nature","4piae89WoVnwucdJzWrB7M","Naughty By Nature",0.00147
1991,"95","""Freedom 90""","George Michael","1D6nV9TPfMnWm7UdVsDVfI","George Michael",0.153
1991,"96","""I Saw Red""","Warrant","0bhGTfpajLMjcYGMwWHy9p","Warrant",0.242
1991,"97","""Miles Away""","Winger","3Bzh1AtiViTIaZV6yqySZH","Winger",0.0661
1991,"98","""Do You Want Me""","Salt-n-Pepa",NA,NA,NA
1991,"99","""The Motown Song""","Rod Stewart","53Ttk5sOEtlJvOZmv16aQn","Rod Stewart",0.155
1991,"100","""Shiny Happy People""","R.E.M.","1v2zyAJrChw5JnfafSkwkJ","R.E.M.",0.0338
1992,"1","""End of the Road""","Boyz II Men","3l3xTXsUXeWlkPqzMs7mPD","Boyz II Men",0.079
1992,"2","""Baby Got Back""","Sir Mix-a-Lot",NA,NA,NA
1992,"3","""Jump""","Kris Kross","27AHAtAirQapVldIm4c9ZX","Kris Kross",0.000501
1992,"4","""Save the Best for Last""","Vanessa Williams","4yRUjOBsj0cpjabtum0fML","Vanessa Williams",0.674
1992,"5","""Baby-Baby-Baby""","TLC",NA,NA,NA
1992,"6","""Tears in Heaven""","Eric Clapton","612VcBshQcy4mpB2utGc3H","Eric Clapton",0.8
1992,"7","""My Lovin' (You're Never Gonna Get It)""","En Vogue","3R97rNX7JnmshCWBwOSFet","En Vogue",0.0318
1992,"8","""Under the Bridge""","Red Hot Chili Peppers","3d9DChrdc6BOeFsbrZ3Is0","Red Hot Chili Peppers",0.0576
1992,"9","""All 4 Love""","Color Me Badd","4XmsMIMjvDIFEjeY3ycMzW","Color Me Badd",0.0347
1992,"10","""Just Another Day""","Jon Secada","5AoBNJQDXXEnIJGjJjZu3y","Jon Secada",0.0194
1992,"11","""I Love Your Smile""","Shanice","5BE3DOk0C26VCMxxT84bec","Shanice",0.0119
1992,"12","""To Be with You""","Mr. Big","0Yi128S6QgQDnAKg5A0OZw","Mr. Big",0.245
1992,"13","""I'm Too Sexy""","Right Said Fred","2WElktskrNJEwgpp5Vouxk","Right Said Fred",4.91e-05
1992,"14","""Black or White""","Michael Jackson","2Cy7QY8HPLk925AyNAt6OG","Michael Jackson",0.0824
1992,"15","""Achy Breaky Heart""","Billy Ray Cyrus","2EoIt9vdgFRNW03u5IvFsQ","Billy Ray Cyrus",0.0711
1992,"16","""I'll Be There""","Mariah Carey","2exGHTlYAUQ5UX4e7Uqc79","Mariah Carey",0.687
1992,"17","""November Rain""","Guns N' Roses","3YRCqOhFifThpSRFJ1VWFM","Guns N' Roses",0.0203
1992,"18","""Life Is a Highway""","Tom Cochrane","0hKF8N8aflF1uDzEEnPr2j","Tom Cochrane",0.0681
1992,"19","""Remember the Time""","Michael Jackson","4jnFqNWeJCeCRHc4HCdxfd","Michael Jackson",0.153
1992,"20","""Finally""","CeCe Peniston","0uqvSVhGgQTIdj9G51vhvv","CeCe Peniston",0.00757
1992,"21","""This Used to Be My Playground""","Madonna","637V2ymBt4Ljlbz4EmRys8","Madonna",0.754
1992,"22","""Sometimes Love Just Ain't Enough""","Patty Smyth","3CUV8wsoTTKznGpEovrnZw","Patty Smyth",0.35
1992,"23","""Can't Let Go""","Mariah Carey","0ikbcCJIJaY9sKEivAXJ4I","Mariah Carey",0.591
1992,"24","""Jump Around""","House of Pain","2oTDOIAdsxPTE7yAp4YOcv","House Of Pain",0.0113
1992,"25","""Diamonds and Pearls""","Prince and The New Power Generation","7IoLw1bECmOSWcm2u9SmRH","Prince",0.0532
1992,"26","""Don't Let the Sun Go Down on Me""","George Michael and Elton John","0q90594hk25yo0xZmBTqCd","George Michael",0.501
1992,"27","""Masterpiece""","Atlantic Starr","2sm3HfTCt3O6R6qUc5f6xb","Atlantic Starr",0.492
1992,"28","""If You Asked Me To""","Celine Dion","5Iw2i6Cs2pE7legT0SWtZ7","Céline Dion",0.111
1992,"29","""Giving Him Something He Can Feel""","En Vogue","4htbAEZWr53J08x3dUv00W","En Vogue",0.306
1992,"30","""Live and Learn""","Joe Public","4ScNzmyZZId9kGK9iXuqjn","Joe Public",0.0867
1992,"31","""Come and Talk to Me""","Jodeci","5xE7sFTlv2yrG9mmhDSpdq","Various Artists",0.0262
1992,"32","""Smells Like Teen Spirit""","Nirvana","5ghIJDpPoe3CfHMGu71E6T","Nirvana",2.86e-05
1992,"33","""Humpin' Around""","Bobby Brown","6NVRYaGyZX2aWGtPnSqDgA","Bobby Brown",0.00246
1992,"34","""Damn I Wish I Was Your Lover""","Sophie B. Hawkins","0RmEn2jcbyrLV4em3bnDZJ","Sophie B. Hawkins",0.281
1992,"35","""Tell Me What You Want Me to Do""","Tevin Campbell","6AwWq4bywkc64QXtF7w94l","Tevin Campbell",0.0233
1992,"36","""Ain't 2 Proud 2 Beg""","TLC","5kVSEpbyuLIVuPM1i2KivC","TLC",0.00265
1992,"37","""It's So Hard to Say Goodbye to Yesterday""","Boyz II Men","264JdkdtNRAGL4M4PnDYHC","Boyz II Men",0.913
1992,"38","""Move This""","Technotronic featuring Ya Kid K",NA,NA,NA
1992,"39","""Bohemian Rhapsody""","Queen","7tFiyTwD0nx5a1eklYtX2J","Queen",0.254
1992,"40","""Tennessee""","Arrested Development","5K8qwhQQSAj9ebIvlNJY8q","Arrested Development",0.0284
1992,"41","""The Best Things in Life Are Free""","Luther Vandross and Janet Jackson","2V0sxenhmVae2E2RgYgDk2","Duet Karaoke Singers",0.000249
1992,"42","""Make It Happen""","Mariah Carey","5UVcgBRW78CCcKCopEGAST","Mariah Carey",0.0067
1992,"43","""The One""","Elton John","0LHzd11GIXVmND7TfQnGiy","Various Artists",0.3
1992,"44","""Set Adrift on Memory Bliss""","P.M. Dawn","3rcNGUOJ0mPOUcAFUlEyT3","P.M. Dawn",0.0489
1992,"45","""Stay""","Shakespears Sister","6DfE5Zb6Fi57Nufe7s0lLP","Shakespears Sister",0.526
1992,"46","""2 Legit 2 Quit""","Hammer","4ZnKSrukEcPuMxGrcZEEh1","MC Hammer",0.0395
1992,"47","""Please Don't Go""","KWS","41DTJjf2ZT7dTuZOKBNKbb","K.W.S.",0.0437
1992,"48","""Breakin' My Heart (Pretty Brown Eyes)""","Mint Condition","18sytW2s53Of6NVudQyUlH","Mint Condition",0.117
1992,"49","""Wishing on a Star""","The Cover Girls","7EE5va6hu88TSdtbXrEl0J","Various Artists",0.581
1992,"50","""She's Playing Hard to Get""","Hi-Five",NA,NA,NA
1992,"51","""I'd Die Without You""","P.M. Dawn","6FBlxkA9VKafooUNAi4W3p","P.M. Dawn",0.256
1992,"52","""Good for Me""","Amy Grant","2GwDKcTJlvoRDaJXkA7ULJ","Amy Grant",0.329
1992,"53","""All I Want""","Toad the Wet Sprocket","2GHYJ0dhVds3PODKnTdiGE","Toad The Wet Sprocket",0.0558
1992,"54","""When a Man Loves a Woman""","Michael Bolton",NA,NA,NA
1992,"55","""I Can't Dance""","Genesis","0No5Hr1LxZjJHGsQSTy2bm","Genesis",0.499
1992,"56","""Hazard""","Richard Marx","6aILdORvFPD0mO7y5q8O1t","Richard Marx",0.176
1992,"57","""Mysterious Ways""","U2","50JK22El2PTIzZBU2liLDI","U2",0.00168
1992,"58","""Too Funky""","George Michael","4KjPPpRbthW8dSNdisR2Wi","George Michael",0.0211
1992,"59","""How Do You Talk to an Angel""","The Heights","2QVHmiFTjFsHyxONRdbkcq","The Heights",0.281
1992,"60","""One""","U2","3G69vJMWsX6ZohTykad2AU","U2",0.254
1992,"61","""Keep on Walkin'""","CeCe Peniston","0s2AuUkqr6BN5GjLoTbjaw","CeCe Peniston",0.00287
1992,"62","""Hold on My Heart""","Genesis","0qbhFj4bVrguIZViOJOs36","Genesis",0.618
1992,"63","""The Way I Feel About You""","Karyn White","5LLRxnEQAbnQNzLK0mAC2R","Karyn White",0.261
1992,"64","""Beauty and the Beast""","Celine Dion and Peabo Bryson","7B3UAPLYAbwXVgbHSKEaTw","Céline Dion",0.643
1992,"65","""Warm It Up""","Kris Kross","4Gv46S98aguDKuKTrbRBus","Kris Kross",0.0411
1992,"66","""In the Closet""","Michael Jackson","5Fy40smNxk0j5OpFMtvfaU","Michael Jackson",0.117
1992,"67","""People Everyday""","Arrested Development","5thts3213xwSroRd11fv5A","Arrested Development",0.0074
1992,"68","""No Son of Mine""","Genesis","6YsCavQbx3YITYsnIKvF3j","Genesis",0.133
1992,"69","""Wildside""","Marky Mark and the Funky Bunch","2U25Ne3teRZLF1wsRnjcfW","Marky Mark And The Funky Bunch",0.182
1992,"70","""Do I Have to Say the Words?""","Bryan Adams","2jstyP5wqWuPfH8GCRUrwr","Bryan Adams",0.0804
1992,"71","""Friday I'm in Love""","The Cure","263aNAQCeFSWipk896byo6","The Cure",0.000972
1992,"72","""Everything About You""","Ugly Kid Joe","1O2ACd0zg4GYgQRhLBGYDV","Ugly Kid Joe",0.00878
1992,"73","""Blowing Kisses in the Wind""","Paula Abdul","1uhsVQi7IADIxZXN1xJnk5","Paula Abdul",0.574
1992,"74","""Thought I'd Died and Gone to Heaven""","Bryan Adams","68Qv4S2uJ0nLvdtWPrlOVt","Bryan Adams",0.0632
1992,"75","""Rhythm Is a Dancer""","Snap!",NA,NA,NA
1992,"76","""Addams Groove""","Hammer","46jqxETXUwgLRsoMGuwFLa","MC Hammer",0.0333
1992,"77","""Missing You Now""","Michael Bolton","4PS0VSN9j8za2aU0Ac14lt","Michael Bolton",0.12
1992,"78","""Back to the Hotel""","N2Deep","2TVWQ8xDTLvjimMSqW3F96","Various Artists",0.000166
1992,"79","""Everything Changes""","Kathy Troccoli","7rJXvz9zXQr9YYdYzeXe7U","Kathy Troccoli",0.0853
1992,"80","""Have You Ever Needed Someone So Bad""","Def Leppard","147oS7fLBChEFdIGygWRrE","Def Leppard",0.663
1992,"81","""Take This Heart""","Richard Marx","1aHCn2d62m0Gghu0nLeaw3","Richard Marx",0.00142
1992,"82","""When I Look Into Your Eyes""","FireHouse","1yJWqYYDQge60nZKdLyiZU","Firehouse",0.00254
1992,"83","""I Wanna Love You""","Jade","2BDRHFw5170t2kRHD3uEMU","Jade",0.0596
1992,"84","""Uhh Ahh""","Boyz II Men","0MrD47wtvAu6igsy8vqUzN","Boyz II Men",0.151
1992,"85","""Real Love""","Mary J. Blige","3XG801WWhqC753dekEBkMt","Mary J. Blige",0.112
1992,"86","""Justified and Ancient""","The KLF","0G78cFPs9cLy5Weg4eThtc","Tammy Wynette",0.0131
1992,"87","""Slow Motion""","Color Me Badd","03GzYByXsXHcoEAxjsWv9G","Color Me Badd",0.00531
1992,"88","""What About Your Friends""","TLC","63PIgPkDf3rswlU4ZWCYAM","TLC",0.0267
1992,"89","""Thinkin' Back""","Color Me Badd","5OI4XbIHmAGDNnmP01sD82","Color Me Badd",0.208
1992,"90","""Would I Lie to You?""","Charles & Eddie","21MLFi0ISlqDBp7DQHPi7p","Charles & Eddie",0.473
1992,"91","""That's What Love Is For""","Amy Grant","367dmPOxuMP8FsrZHenNnq","Amy Grant",0.258
1992,"92","""Keep Coming Back""","Richard Marx","0GMFC1osUTm2qKycgHdwWD","Richard Marx",0.115
1992,"93","""Free Your Mind""","En Vogue","2vG1yrWSMiL6egg6w4e9ma","En Vogue",0.107
1992,"94","""Keep It Comin'""","Keith Sweat","7d0X7GXRfpRx4E4J4CFvyQ","Keith Sweat",0.342
1992,"95","""Just Take My Heart""","Mr. Big","2jzpaRSkIPFSdSysOZeeMG","Mr. Big",0.56
1992,"96","""I Will Remember You""","Amy Grant","76crWZqaiFzlTPGzNtT4w1","Amy Grant",0.0329
1992,"97","""We Got a Love Thang""","CeCe Peniston","15iEKMkO7tjWKdPQm2h9DG","CeCe Peniston",0.000207
1992,"98","""Let's Get Rocked""","Def Leppard","223kkcMeZ8v5VwzJDkaPR0","Def Leppard",0.000203
1992,"99","""They Want EFX""","Das EFX","3HCzj965m8Fz2E8wZkir6q","Das EFX",0.115
1992,"100","""I Can't Make You Love Me""","Bonnie Raitt","69uJi5QsBtqlYkGURTBli8","Bonnie Raitt",0.846
1993,"1","""I Will Always Love You""","Whitney Houston","4eHbdreAnSOrDDsFfc4Fpm","Whitney Houston",0.844
1993,"2","""Whoomp! (There It Is)""","Tag Team","4utp1jggcXcMzdPBTbnCA3","Tag Team",0.00138
1993,"3","""Can't Help Falling in Love""","UB40","7ojJ4XvqBhBcteM0zjMebT","UB40",0.0444
1993,"4","""That's the Way Love Goes""","Janet Jackson","29rQJydAlO0uMyWvRIZxQg","Janet Jackson",0.302
1993,"5","""Freak Me""","Silk","5CdJveJgiGXoGwDFqF6afp","Silk",0.0295
1993,"6","""Weak""","SWV","71EHOyEOhNx1SzTebRRyng","SWV",0.107
1993,"7","""If I Ever Fall in Love""","Shai","0uOPGU4CbYxzFxn6T7sblW","Shai",0.129
1993,"8","""Dreamlover""","Mariah Carey","6HcQZfMrw3KwGyzrKw1Pjy","Mariah Carey",0.18
1993,"9","""Rump Shaker""","Wreckx-n-Effect",NA,NA,NA
1993,"10","""Informer""","Snow","2LjiPAQOVazT8sRyXL3XRs","Snow",0.045
1993,"11","""Nuthin' but a 'G' Thang""","Dr. Dre","4kUV72Pe5TK6sVMDJI6CqA","Various Artists",1.16e-05
1993,"12","""In the Still of the Nite""","Boyz II Men","16dbGMVeJg15mLFktHX5LJ","Boyz II Men",0.78
1993,"13","""Don't Walk Away""","Jade","7tsRp7QKUBp6hc9bth0h7x","Jade",0.147
1993,"14","""Knockin' da Boots""","H-Town",NA,NA,NA
1993,"15","""Lately""","Jodeci","5hIljtQ1fRvDRc1aHdhwWK","Various Artists",0.666
1993,"16","""Dazzey Duks""","Duice","6PKCsRNoaH5FZuIHC6d2hj","Various Artists",0.00295
1993,"17","""Show Me Love""","Robin S.","4t0UsYzmmmZRMTWn77jiGF","Robin S",0.014
1993,"18","""A Whole New World""","Peabo Bryson and Regina Belle","5NaAMzyAFJP5aNeDuDaaLy","Done Again",0.428
1993,"19","""If""","Janet Jackson","0t414ewhjcIiuPVF3QECz2","Janet Jackson",0.0374
1993,"20","""I'm So Into You""","SWV","5A0aUvnfAEcmUx3hoXjI8R","SWV",0.0624
1993,"21","""Love Is""","Vanessa Williams and Brian McKnight","7z8NZEvwZU6PzYAzkw3DWE","Beverly Hills 90210",0.379
1993,"22","""Runaway Train""","Soul Asylum","3TW48DvQ7ChwY1Yy1tkMaP","Soul Asylum",0.0132
1993,"23","""I'll Never Get Over You (Getting Over Me)""","Exposé",NA,NA,NA
1993,"24","""Ditty""","Paperboy","2JaHnS7CcIPoc7Il4BkqdR","Paperboy",0.0509
1993,"25","""Rhythm Is a Dancer""","Snap!",NA,NA,NA
1993,"26","""The River of Dreams""","Billy Joel","30qVCFYKBtAENjTIBA8FPZ","Billy Joel",0.205
1993,"27","""I'm Gonna Be (500 Miles)""","The Proclaimers","66S14BkJDxgkYxLl5DCqOz","The Proclaimers",0.166
1993,"28","""Two Princes""","Spin Doctors","4ePP9So5xRzspjLFVVbj90","Spin Doctors",0.00162
1993,"29","""Right Here""","SWV","7tUEDtHchueeUJTfEFEhii","SWV",0.068
1993,"30","""I Have Nothing""","Whitney Houston","31er9IGsfFbwqy1pH4aiTP","Whitney Houston",0.576
1993,"31","""Mr. Wendal""","Arrested Development","6LSTAQ6r7OxsOOlIIYY47Q","Arrested Development",0.12
1993,"32","""Have I Told You Lately""","Rod Stewart","6mIY6O7uNGgVqOoX70UAYh","Rod Stewart",0.498
1993,"33","""Saving Forever for You""","Shanice","6pVU9bk1Tvbqlq719vJooz","Beverly Hills 90210",0.494
1993,"34","""Ordinary World""","Duran Duran","0wokCRaKD0zPNhMRXAgVsr","Duran Duran",0.0131
1993,"35","""If I Had No Loot""","Tony! Toni! Toné!",NA,NA,NA
1993,"36","""I'd Do Anything for Love (But I Won't Do That)""","Meat Loaf","391CwgcBxvUHmEKda2b5In","Meat Loaf",0.602
1993,"37","""Slam""","Onyx","0W2mz7mvaBaEsC4rmoRNPn","Onyx",0.0706
1993,"38","""Looking Through Patient Eyes""","P.M. Dawn","2cRlkoXssyeXXHjjaF06Za","P.M. Dawn",0.19
1993,"39","""I'm Every Woman""","Whitney Houston","2eHj0klWkwRQuIrNlPpCPa","Whitney Houston",0.0176
1993,"40","""Baby I'm Yours""","Shai","5jnf5Lv2TJX9uYHsFKfrEh","Shai",0.23
1993,"41","""Come Undone""","Duran Duran","0yfNXxlyXdmP0ue1iJijx1","Duran Duran",0.0423
1993,"42","""I Don't Wanna Fight""","Tina Turner","4D6i2CM29NHkUDI3jQ2afk","Tina Turner",0.21
1993,"43","""I'd Die Without You""","P.M. Dawn","6FBlxkA9VKafooUNAi4W3p","P.M. Dawn",0.256
1993,"44","""Whoot, There It Is""","95 South","1PJM5F9oC7AKcdYROTv8EX","95 South",0.0157
1993,"45","""Hip Hop Hooray""","Naughty by Nature","6MszGZxe52sc4owTmjp0O9","Naughty By Nature",0.102
1993,"46","""Another Sad Love Song""","Toni Braxton","70iDnqYvxCPl3mPd3ddxgD","Toni Braxton",0.0143
1993,"47","""Will You Be There""","Michael Jackson","36O7qmyKLHpUY6WdWh8M5g","Michael Jackson",0.511
1993,"48","""Comforter""","Shai","6vHJpgX1QTYa9SVXankGVR","Shai",0.00645
1993,"49","""Good Enough""","Bobby Brown","63flJygRbWG473VvWiODYC","Bobby Brown",0.00783
1993,"50","""What's Up?""","4 Non Blondes","0jWgAnTrNZmOGmqgvHhZEm","4 Non Blondes",0.16
1993,"51","""All That She Wants""","Ace of Base","12BbMJsJi65mxneq6c9Lm7","Ace of Base",0.00526
1993,"52","""7""","Prince and The New Power Generation","04MjaNej8XUHI8jbz2THez","Prince",0.0917
1993,"53","""Dre Day""","Dr. Dre featuring Snoop Doggy Dogg",NA,NA,NA
1993,"54","""One Last Cry""","Brian McKnight","3l9OCOG3Vt6c2lxeMyGSIY","Brian McKnight",0.912
1993,"55","""Just Kickin' It""","Xscape","51RvCRzeTqoQgdOBgcpHtT","Various Artists",0.054
1993,"56","""I Get Around""","2Pac","4voEoczU7Ijborps9XF1n3","2Pac",0.157
1993,"57","""Bed of Roses""","Bon Jovi","1zng9uqqXoPkmU05nsAlsw","Bon Jovi",0.103
1993,"58","""Real Love""","Mary J. Blige","3XG801WWhqC753dekEBkMt","Mary J. Blige",0.112
1993,"59","""Here We Go Again!""","Portrait","5rIr1MOh4cWwpdln1QqTPS","Portrait",0.0256
1993,"60","""Cryin'""","Aerosmith","0NJC0FDCODpPUntRTTQq97","Aerosmith",0.000314
1993,"61","""Cat's in the Cradle""","Ugly Kid Joe","5x9RZg7HfXGY3JayXL3seF","Ugly Kid Joe",0.129
1993,"62","""What About Your Friends""","TLC","63PIgPkDf3rswlU4ZWCYAM","TLC",0.0267
1993,"63","""I Got a Man""","Positive K","4iAYo83eWlktjw97oebIal","Positive K",0.0789
1993,"64","""Hey Mr. D.J.""","Zhané",NA,NA,NA
1993,"65","""Insane in the Brain""","Cypress Hill","1oTHteQbmJw15rPxPVXUTv","Cypress Hill",0.0297
1993,"66","""Deeper and Deeper""","Madonna","6KU8g98m1tcrUXRNjPQeOI","Madonna",0.00601
1993,"67","""Rain""","Madonna","3b3PnE1ROIZzILjmCGjVib","Madonna",0.0883
1993,"68","""The Right Kind of Love""","Jeremy Jordan","2wZoBFqwT0Tpm9XW0oiRMZ","Jeremy Jordan",0.115
1993,"69","""Bad Boys""","Inner Circle","0qeKzbUsW0V4ZWRJrHNiD3","Inner Circle",0.236
1993,"70","""That's What Love Can Do""","Boy Krazy","4VOQLjmETAE5NLcFMwvUXC","Boy Krazy",0.0103
1993,"71","""Do You Believe in Us""","Jon Secada","3u5e3ovyvQLoauwUzWezvX","Jon Secada",0.0103
1993,"72","""Angel""","Jon Secada","543d68hZ4dzVePFfdVc0Ki","Jon Secada",0.295
1993,"73","""Forever in Love""","Kenny G","1PYjOMp27slDQczgZRTwmt","Kenny G",0.261
1993,"74","""Again""","Janet Jackson","1GrikfH0jDejDvrxo84n4P","Janet Jackson",0.0788
1993,"75","""Boom! Shake the Room""","DJ Jazzy Jeff & The Fresh Prince","43lcJvStbsHhR10KLT6FXX","DJ Jazzy Jeff & The Fresh Prince",0.115
1993,"76","""When She Cries""","Restless Heart","61EQfJXizp4MIpLYWyLoQI","Restless Heart",0.114
1993,"77","""Sweat (A La La La La Long)""","Inner Circle","1SssFw74DdHVjRa6ADggdD","Inner Circle",0.0124
1993,"78","""It Was a Good Day""","Ice Cube","2qOm7ukLyHUXWyR4ZWLwxA","Ice Cube",0.321
1993,"79","""More and More""","Captain Hollywood Project","0JXXm3RqxU8EKzX4P8M0n3","Captain Hollywood Project",0.225
1993,"80","""How Do You Talk to an Angel""","The Heights","2QVHmiFTjFsHyxONRdbkcq","The Heights",0.281
1993,"81","""Rebirth of Slick (Cool Like Dat)""","Digable Planets","2mu2oL9gdgHGtlg9poer2u","Digable Planets",0.0539
1993,"82","""What Is Love""","Haddaway","4v6jydWBTAIqnyPVNyOAdc","Haddaway",0.0207
1993,"83","""To Love Somebody""","Michael Bolton","4ye6YRG07XMpZZ9Y9tNTt6","Michael Bolton",0.335
1993,"84","""Give It Up, Turn It Loose""","En Vogue","61vIGLnOsYaydUUKfJ9XC5","En Vogue",0.19
1993,"85","""Alright""","Kris Kross","3uGjLZ5abCyCfYXBVfpf8X","Kris Kross",0.00432
1993,"86","""Check Yo Self""","Ice Cube featuring Das EFX",NA,NA,NA
1993,"87","""Fields of Gold""","Sting","5Y9Hqg5Z3EHUDDwd54FDQb","Sting",0.359
1993,"88","""O-o-h Child""","Dino","6I48sx9Ei4iXqCeanY5InV","The Karaoke Channel",0.0376
1993,"89","""Faithful""","Go West","6lP1Tmf5VdZYviohSQoMiH","Go West",0.0323
1993,"90","""Reason to Believe""","Rod Stewart","6x5sduIWAaaM0dcWPYcNAF","Rod Stewart",0.726
1993,"91","""Break It Down Again""","Tears for Fears","15kc3DJyYixeEEq5kRRrOm","Tears For Fears",0.0183
1993,"92","""Nothin' My Love Can't Fix""","Joey Lawrence","2ChuQXRBDEpG4XqiKFSaic","Stingray Music (Karaoke)",0.0174
1993,"93","""Three Little Pigs""","Green Jellÿ",NA,NA,NA
1993,"94","""Livin' on the Edge""","Aerosmith","4avSaixVwu8uqfSs7zgoj3","Aerosmith",0.00228
1993,"95","""Hey Jealousy""","Gin Blossoms","1ZoHRnS5U4m7V5pgvFiK1N","Gin Blossoms",0.00117
1993,"96","""If I Ever Lose My Faith in You""","Sting","4u8QNalxYQISgG3z5TN5uP","Sting",0.00979
1993,"97","""Anniversary""","Tony! Toni! Toné!",NA,NA,NA
1993,"98","""One Woman""","Jade","0EnFaSWSkj45lktHxHtcXb","Jade",0.0552
1993,"99","""Can't Get Enough of Your Love""","Taylor Dayne","4tmzLB4caxMSZDgWujR7sH","Taylor Dayne",0.0212
1993,"100","""Two Steps Behind""","Def Leppard","0ly3gd4q8s8xZlTpVXANKs","Def Leppard",0.138
1994,"1","""The Sign""","Ace of Base","0hrBpAOgrt8RXigk83LLNE","Ace of Base",0.00928
1994,"2","""I Swear""","All-4-One",NA,NA,NA
1994,"3","""I'll Make Love to You""","Boyz II Men","61sQYdFNS6sEBYCyr1q5gn","Boyz II Men",0.119
1994,"4","""The Power of Love""","Céline Dion",NA,NA,NA
1994,"5","""Hero""","Mariah Carey","4FCb4CUbFCMNRkI6lYc1zI","Mariah Carey",0.735
1994,"6","""Stay (I Missed You)""","Lisa Loeb and Nine Stories","4EZdFQ4Qpu26rMkvpK64nA","The Karaoke Channel",0.756
1994,"7","""Breathe Again""","Toni Braxton","1xFliXOpcu7E89AsDAZ7JV","Toni Braxton",0.0704
1994,"8","""All for Love""","Bryan Adams, Rod Stewart and Sting","3vIv5txe6AgfTZ8ijx4jKm","Ameritz Tribute Standards",0.41
1994,"9","""All That She Wants""","Ace of Base","12BbMJsJi65mxneq6c9Lm7","Ace of Base",0.00526
1994,"10","""Don't Turn Around""","Ace of Base","4SYMibQ93bfzOk6uzkF0dO","Ace of Base",0.00104
1994,"11","""Bump n' Grind""","R. Kelly","0DBIL8arX0Zo6eAuxNIpik","R. Kelly",0.0984
1994,"12","""Again""","Janet Jackson","1GrikfH0jDejDvrxo84n4P","Janet Jackson",0.0788
1994,"13","""I'll Remember""","Madonna","00U0pedRUMEzREpyRqbVT6","Madonna",0.628
